run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias	library_prep_location	rna_prep_3_protocol	ph	sequencing_longitude	tissue_type	isolation_source
SRR31271422	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521298	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							10867865							36	4428085;5040448	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/022/SRR31271422/SRR31271422											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31271422/SRR31271422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31271422/SRR31271422_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/022/SRR31271422/SRR31271422		60f80312f0e1cb68fb2c0550e402eceb;a84885c27ce1846bc02dc7d3ddb1c79d	SRP543826		81312	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of V1S U659 : 10 90%			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			b1f1230e0083d956f50c918cb40494a4		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31271422/SRR31271422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31271422/SRR31271422_2.fastq.gz					24556224	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/022/SRR31271422/SRR31271422		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/022/SRR31271422/SRR31271422_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/022/SRR31271422/SRR31271422_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			DS2-DC4-100_S4_L001_IDRC22		2017-01-01			DS2-DC4-100_S4_L001_IDRC22_pairs_R1.fastq.gz						2017	IDRC22-8		SUB14852943				Homo sapiens	IDRC22-8	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	V1S U659 : 10 90%	SRX26650666	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271422	SRS23144517					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271423	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521294	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							40249240							32	15694047;18533995	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/023/SRR31271423/SRR31271423											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31271423/SRR31271423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31271423/SRR31271423_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/023/SRR31271423/SRR31271423		61cc8f30fe63aea3b9f784ea81d1c43f;e068cfaea3767ba33c59c1924f66ff34	SRP543826		302629	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of V1S U659 : 10 90%			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			3d0e16a88b503e52b04d8ab9b06ef5ea		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31271423/SRR31271423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31271423/SRR31271423_2.fastq.gz					91393958	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/023/SRR31271423/SRR31271423		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/023/SRR31271423/SRR31271423_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/023/SRR31271423/SRR31271423_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			DS2-DC4-100_S4_L001_IDRC21		2017-01-01			DS2-DC4-100_S4_L001_IDRC21_pairs_R1.fastq.gz						2017	IDRC21-5		SUB14852943				Homo sapiens	IDRC21-5	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	V1S U659 : 10 90%	SRX26650665	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271423	SRS23144516					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271424	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521408	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							19487914							HB3;140	7612320;8210389	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/024/SRR31271424/SRR31271424											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31271424/SRR31271424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31271424/SRR31271424_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/024/SRR31271424/SRR31271424		3e4d4242100bd007487300865dec3326;f27e3be4650d9cfa920610b4044617ed	SRP543826		259085	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal HB3 control			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			c20e36b167e3bf29127d05be0127524d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31271424/SRR31271424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31271424/SRR31271424_2.fastq.gz					77907990	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/024/SRR31271424/SRR31271424		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/024/SRR31271424/SRR31271424_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/024/SRR31271424/SRR31271424_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			N3D7plusHB3_k13100i_S195		2017-01-01			N3D7plusHB3_k13100i_S195_pairs_R1.fastq.gz						2017	ISG3-13		SUB14852943				Homo sapiens	ISG3-13	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8		SRX26650664	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271424	SRS23144515					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271425	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521407	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							9555484							3D7;139	3925026;4252876	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/025/SRR31271425/SRR31271425											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31271425/SRR31271425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31271425/SRR31271425_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/025/SRR31271425/SRR31271425		323ccac66c05679e51cd23e4c2d780a0;9d6dfcceaaa96a564ddb97cc5868cd42	SRP543826		133375	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal 3D7 control			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			83913855bea6c2508c07a67453a0e31c		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31271425/SRR31271425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31271425/SRR31271425_2.fastq.gz					39707972	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/025/SRR31271425/SRR31271425		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/025/SRR31271425/SRR31271425_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/025/SRR31271425/SRR31271425_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833;36329			N3D7plusHB3_k13100_S181		2017-01-01			N3D7plusHB3_k13100_S181_pairs_R1.fastq.gz						2017	ISG3-12		SUB14852943				Homo sapiens	ISG3-12	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8		SRX26650663	Plasmodium falciparum 3D7		36329	PRJNA1180199						Homo sapiens		SRR31271425	SRS23144514					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271426	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521398	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							25765930							3D7;130	9832963;11353135	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/026/SRR31271426/SRR31271426											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31271426/SRR31271426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31271426/SRR31271426_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/026/SRR31271426/SRR31271426		bd1ffe36c0688344f6f095febe505805;4141841c053b8591902e56205c8ab5f8	SRP543826		343598	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal 3D7 control			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			f9f9c96afe3d91559c9afc3c426b70e3		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31271426/SRR31271426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31271426/SRR31271426_2.fastq.gz					103092166	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/026/SRR31271426/SRR31271426		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/026/SRR31271426/SRR31271426_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/026/SRR31271426/SRR31271426_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833;36329			N3D7_Dd2_k13_100_S146		2017-01-01			N3D7_Dd2_k13_100_S146_pairs_R1.fastq.gz						2017	ISG2-16		SUB14852943				Homo sapiens	ISG2-16	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8		SRX26650662	Plasmodium falciparum 3D7		36329	PRJNA1180199						Homo sapiens		SRR31271426	SRS23144513					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271427	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521397	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							21989042							129	8581770;9679046	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/027/SRR31271427/SRR31271427											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/027/SRR31271427/SRR31271427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/027/SRR31271427/SRR31271427_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/027/SRR31271427/SRR31271427		edb30e7a293b394c6025aa0fd1227f65;5c11d49a19bf65e8447f8692a1646ce9	SRP543826		301425	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal DD2k control			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			78d56d74c58b132a908aa77b5e6d9981		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/027/SRR31271427/SRR31271427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/027/SRR31271427/SRR31271427_2.fastq.gz					90389150	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/027/SRR31271427/SRR31271427		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/027/SRR31271427/SRR31271427_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/027/SRR31271427/SRR31271427_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			N3D7_Dd2_k13_0_S162		2017-01-01			N3D7_Dd2_k13_0_S162_pairs_R1.fastq.gz						2017	ISG2-15		SUB14852943				Homo sapiens	ISG2-15	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	DD2k	SRX26650661	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271427	SRS23144512					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271428	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521395	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							9576422							127;3D7	3907418;4437740	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/028/SRR31271428/SRR31271428											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31271428/SRR31271428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31271428/SRR31271428_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/028/SRR31271428/SRR31271428		573059c64155f8612496d5356af7bbe3;025abbc18be4e37e6af30274b4f56496	SRP543826		135986	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal 3D7 control			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			763212a3f1e79d896a9ba2162edf91e7		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31271428/SRR31271428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31271428/SRR31271428_2.fastq.gz					40442195	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/028/SRR31271428/SRR31271428		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/028/SRR31271428/SRR31271428_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/028/SRR31271428/SRR31271428_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833;36329			N3D7100K_a_S7		2017-01-01			N3D7100K_a_S7_pairs_R1.fastq.gz						2017	ISG2-14		SUB14852943				Homo sapiens	ISG2-14	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8		SRX26650660	Plasmodium falciparum 3D7		36329	PRJNA1180199						Homo sapiens		SRR31271428	SRS23144511					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271429	NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521199	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							49559770							4051125374	18455875;21288008	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/029/SRR31271429/SRR31271429											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31271429/SRR31271429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31271429/SRR31271429_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/029/SRR31271429/SRR31271429		e72a6f3ad08d5e2159732c77f1da538b;3e33b39a64247e32020e5e49d5aad2c0	SRP543826		530190	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of HB3 D6 : 95 5%			Dried blood on filter paper		NextSeq 500							NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			6ad6a8598068008a5a532cf7609300ab		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31271429/SRR31271429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31271429/SRR31271429_2.fastq.gz					154815480	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/029/SRR31271429/SRR31271429		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/029/SRR31271429/SRR31271429_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/029/SRR31271429/SRR31271429_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3_ENV_61722_sampledb_4051125374_DS6-DC9_1K_PV4C1_A52_S592		2017-01-01			PARAV3_ENV_61722_sampledb_4051125374_DS6-DC9_1K_PV4C1_A52_S592_pairs_R1.fastq.gz						2017	AAD1017ZANZ22		SUB14852943				Homo sapiens	AAD1017ZANZ22	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	HB3 D6 : 95 5%	SRX26650659	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271429	SRS23144510					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271430	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521322	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							7236754							60	2686793;3064150	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/030/SRR31271430/SRR31271430											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31271430/SRR31271430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31271430/SRR31271430_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/030/SRR31271430/SRR31271430		d7d3bf37ad4ffbe5e2fd7aa03c9a9785;077f167d4977fb3eb480ae93842122fd	SRP543826		90249	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of 3D7 DD2k : 75 25%			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			38ac52f0b6c6e29fcc28e5fa9e80790e		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31271430/SRR31271430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31271430/SRR31271430_2.fastq.gz					27115966	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/030/SRR31271430/SRR31271430		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/030/SRR31271430/SRR31271430_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/030/SRR31271430/SRR31271430_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			N3D7_Dd2_k13_75_S153		2017-01-01			N3D7_Dd2_k13_75_S153_pairs_R1.fastq.gz						2017	ISG2-9		SUB14852943				Homo sapiens	ISG2-9	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	3D7 DD2k : 75 25%	SRX26650657	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271430	SRS23144508					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271431	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521321	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							25428262							59	8968470;10271620	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/031/SRR31271431/SRR31271431											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31271431/SRR31271431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31271431/SRR31271431_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/031/SRR31271431/SRR31271431		f94533cf8f98ae6cadb20da4a3aba0f8;d8cb65233b9350ff96a1337f24b2486b	SRP543826		311309	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of 3D7 DD2k : 60 40%			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			c2c14706ab2cc18e38547229ea3d7c05		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31271431/SRR31271431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31271431/SRR31271431_2.fastq.gz					93334251	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/031/SRR31271431/SRR31271431		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/031/SRR31271431/SRR31271431_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/031/SRR31271431/SRR31271431_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			N3D7_Dd2_k13_60_S154		2017-01-01			N3D7_Dd2_k13_60_S154_pairs_R1.fastq.gz						2017	ISG2-8		SUB14852943				Homo sapiens	ISG2-8	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	3D7 DD2k : 60 40%	SRX26650656	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271431	SRS23144507					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
